,nome,sexo,nascimento,documento,tipo_documento
435,FQGRVUBZZIWDUWTTPDDGOTYKOMPOTHNWMWPJBACSBUUBGXMUCB,F,2007-09-18,704714565144682,A
436,SROOQYBRPSSGRQAQRRBEGFHJHRWTPHNYQHPUOOVUALNRZKTAHH,M,1991-05-01,561234319455412,A
437,SROOQYBRPSSGRQAQRRBEGFHJHRWTPHNYQHPUOOVUALNRZKTAHH,M,1991-05-01,457082800673394,B
438,JAMGOQIVYYXKMGHRDQERTTBISTXGZPXNKWXLMMVPAFEBSWBXHN,M,1970-03-23,898282172752631,A
439,EOPHRZTDASMWQHEQSHAJZNQVUVYCALUWGCXXEGWTGFYFUEQTRW,F,2002-01-07,771066789803807,A
440,GFLLXAPKODIOTXNGJOKMOWCFWPHVISEQKWVKYGJFUSSPGCYLUN,F,2003-09-17,092837830490777,A
440,GFLLXAPKODIOTXNGJOKMOWCFWPHVISEQKWVKYGJFUSSPGCYLUN,F,2003-09-17,013693321156634,E
441,PYALALCPVUASOEYNRELRAWQXUQWJQHBWGFRJAXEOASKAHIVJQH,M,1972-04-04,687829296660697,A
441,PYALALCPVUASOEYNRELRAWQXUQWJQHBWGFRJAXEOASKAHIVJQH,M,1972-04-04,611682174757859,F
444,GJJPTOMKQUTTFXZKTVAJDKAGNMDZTLHYTSYTRTSYLTZWFAURHP,M,2001-03-23,551133062826113,A
444,GJJPTOMKQUTTFXZKTVAJDKAGNMDZTLHYTSYTRTSYLTZWFAURHP,M,2001-03-23,901112054103057,F
447,BSXPAEYULJJRQHSLFUEDMFJGTLLZMIOCJDCASRUWUWKYRFWLWO,F,1995-02-16,917558865590305,A
449,YSMQROBZKIUYFDOZADLWWBWZIIZZNKTSHQGDNJZONYCRNSHNHY,F,1985-02-20,892554514261454,B
449,YSMQROBZKIUYFDOZADLWWBWZIIZZNKTSHQGDNJZONYCRNSHNHY,F,1985-02-20,703121535191734,D
450,HZZOWZMLBLPPYUOJSVAWFQTNETEODYOVOBBMKFWAWLOPOTCALI,M,1987-08-04,263031469821726,A
451,HZZOWZMLBLPPYUOJSVAWFQTNETEODYOVOBBMKFWAWLOPOTCALI,M,1987-08-04,856147816500143,B
451,HZZOWZMLBLPPYUOJSVAWFQTNETEODYOVOBBMKFWAWLOPOTCALI,M,1987-08-04,643012741925450,F
452,DVVOKVBUWSPKDPBMTDWKDHOTXIZGGMQILZBTKRZVFUIZVAYLBG,F,2007-02-08,133508620836263,A
452,DVVOKVBUWSPKDPBMTDWKDHOTXIZGGMQILZBTKRZVFUIZVAYLBG,F,2007-02-08,151074016499393,F
456,HBMXDQUEFMLCLCKMVJCNDLJGTWCEQFFVTEOJHTFUZQIOUBBTIX,F,2000-02-21,275860108181748,A
456,HBMXDQUEFMLCLCKMVJCNDLJGTWCEQFFVTEOJHTFUZQIOUBBTIX,F,2000-02-21,962399719874314,E
458,PQJOVJSBBHEHYDBEWSHWPLRJIFKBUUNVNVWHNWXTNURXNNSSDF,F,1981-08-04,396779356838999,A
459,YNKVLJNUTZFMWAZYGYTCDBDFEXZFADWIDXSDIVFNDVVBNCASUR,M,2009-07-02,762768999990447,A
461,YKQMETEKDKNBFEDRFCXOAGKUSTHFGBAIBXEDUKUIHTIHWBTZSQ,F,1999-06-16,336669347701815,A
461,YKQMETEKDKNBFEDRFCXOAGKUSTHFGBAIBXEDUKUIHTIHWBTZSQ,F,1999-06-16,732350131586911,F
462,QOKBBRFLORHVIKOYOPVYXYKINJXJUSHBHZLZPQFVUGBHUSRTZO,F,1998-11-24,675925979809431,A
462,QOKBBRFLORHVIKOYOPVYXYKINJXJUSHBHZLZPQFVUGBHUSRTZO,F,1998-11-24,418754023603633,F
466,QLRBGTCSFNXJOTIIWLZPVGIEMLFKKJBHUQYASRDAHUTVKCAFQJ,M,1975-12-06,011171375766776,A
467,QLRBGTCSFNXJOTIIWLZPVGIEMLFKKJBHUQYASRDAHUTVKCAFQJ,M,1975-12-06,530372950078789,B
467,QLRBGTCSFNXJOTIIWLZPVGIEMLFKKJBHUQYASRDAHUTVKCAFQJ,M,1975-12-06,287919366279591,E
468,TGPLRIZCGAJRXLEDNOTXAHTCXZOFDREVYPBEGQKBXNSNIHBQDY,M,1980-05-23,256524805233795,A
468,TGPLRIZCGAJRXLEDNOTXAHTCXZOFDREVYPBEGQKBXNSNIHBQDY,M,1980-05-23,267369230849600,D
469,WRGXETCUDWFAMHYFVERPAXOVORPELURREYEJHBXLZBVOVLYVZS,M,2005-05-08,929810806792665,A
471,PJIPNIFNGXXWEPZLCJCRJOOWACVJBLZOABAMSILZNKRTKFPPBZ,F,1988-08-19,266603697035300,A
473,CPYWSLJFKGZDANQJKVQZSSHLVKESHKKZWVSARSMTXHOVTMALWU,M,2003-07-31,755902710147255,B
475,SEWSSPWOCXEUWNJUESQYYPTQOTVZVGOSZKWXVBAORYJHPGEDKW,F,1986-06-28,703872512881454,A
475,SEWSSPWOCXEUWNJUESQYYPTQOTVZVGOSZKWXVBAORYJHPGEDKW,F,1986-06-28,110313504713271,D
476,QAQWRBHPZONPUFEDFOWOUSYFONMEJNPNHOCHAOLGFRGTSNJFIP,M,1984-12-02,554493393268208,A
477,IBMNPNGVZKOJGIOWWMLROHKRIVQJEKCZLFPCBKZREWSUUOVHJH,M,1986-11-30,927917158337742,A
478,AVRRMASCESGYEGKKMJEECVHVFKLOLPTICOSRVOJLYAPFCHIJDV,F,1976-05-23,748478592039576,A
479,AVRRMASCESGYEGKKMJEECVHVFKLOLPTICOSRVOJLYAPFCHIJDV,F,1976-05-23,172384007166898,B
479,AVRRMASCESGYEGKKMJEECVHVFKLOLPTICOSRVOJLYAPFCHIJDV,F,1976-05-23,257019712100909,E
480,RCPNPWBUYUUFHREFQORLSAIBJAUDPATJWPGNBKVRIUOXYYOYKL,M,1990-09-08,693959926637315,A
480,RCPNPWBUYUUFHREFQORLSAIBJAUDPATJWPGNBKVRIUOXYYOYKL,M,1990-09-08,938123629451217,D
481,RARCHRYENJEWSMYHHVQTTJCEBPQIEXKXKWELDJHPXBEICXCWMN,M,1998-06-26,330372229650531,A
484,UGMIESRECEEELLQZLWFKDEJLWQXFQHXETJSUZWBRPHIFLQJTLO,M,1970-12-17,293732772859271,B
485,NNETARJNIHEVYGJGZGKPFOBUEYZSPWKTPWIVFBOTGCBHSWBDEC,F,2001-02-28,083336067023729,A
485,NNETARJNIHEVYGJGZGKPFOBUEYZSPWKTPWIVFBOTGCBHSWBDEC,F,2001-02-28,310862445593102,F
487,OJBVUDTICKVSFPSJNERFDXCAOWWPLNWLYDRCHZUQZXSJHSHDVQ,M,1993-09-14,456967848182643,A
487,OJBVUDTICKVSFPSJNERFDXCAOWWPLNWLYDRCHZUQZXSJHSHDVQ,M,1993-09-14,326649334481823,E
488,OJBVUDTICKVSFPSJNERFDXCAOWWPLNWLYDRCHZUQZXSJHSHDVQ,M,1993-09-14,519048004192524,B
488,OJBVUDTICKVSFPSJNERFDXCAOWWPLNWLYDRCHZUQZXSJHSHDVQ,M,1993-09-14,432056782706157,D
489,XZHZPKWGBJIOFGCENQSHRGDFKGYNISLEIIVUYYXGOSAKWCWTKG,M,1990-05-27,815025650380273,A
490,XZHZPKWGBJIOFGCENQSHRGDFKGYNISLEIIVUYYXGOSAKWCWTKG,M,1990-05-27,334851134317700,B
491,SZZTCBFIXSLGNJNTDITAXYDDUTVCHUXVRHILLTYLXCLOSKGWCC,M,1987-11-10,694933259498628,A
491,SZZTCBFIXSLGNJNTDITAXYDDUTVCHUXVRHILLTYLXCLOSKGWCC,M,1987-11-10,758194578927481,E
492,GGNKCISPJGMHMIWOYKZOZBKLURLMJXDDGLHFGXJNDQGJUNQEEJ,M,1989-06-22,266908867028041,A
493,CVJZABHFVXNZZJWKUGTODYHUGTKAYIRDUUSADKPBYVBLTKDSPO,F,2009-11-12,740653090690406,A
493,CVJZABHFVXNZZJWKUGTODYHUGTKAYIRDUUSADKPBYVBLTKDSPO,F,2009-11-12,590422810545443,E
495,BQEGNEWSDVDWOIUJKBRLGDNXKVXGIJRHXGAFBBXBTXQCXBNZNU,M,2001-11-23,050911156462446,A
496,BQEGNEWSDVDWOIUJKBRLGDNXKVXGIJRHXGAFBBXBTXQCXBNZNU,M,2001-11-23,206507738402830,B
497,DPRVQZETAMNTBRHRHWNIIUPYHTFRDTQXLELJIYRFWUIFAURZCJ,M,1980-07-18,206141617194510,A
498,DPRVQZETAMNTBRHRHWNIIUPYHTFRDTQXLELJIYRFWUIFAURZCJ,M,1980-07-18,010524713223597,B
499,UGFJPIAXGWLWNQXLLCJGKWIRGAYFVKOODDWNQUEIXKYEEKMIEI,F,1983-03-15,336999464714593,A
500,UGFJPIAXGWLWNQXLLCJGKWIRGAYFVKOODDWNQUEIXKYEEKMIEI,F,1983-03-15,266852456088121,B
501,UAARUJFKUFJSZXJHGYQAJWVGCAFBGZTGJUJMZIRDHPNWQLSQGG,F,1981-01-18,984371240878344,A
502,CXKVLSDDFLVXFMMXWSAWSLAJHSAFDRDBMWDCLGASSCGUELOEKQ,F,2007-07-21,925489312962531,A
505,HDCYMPDJVGBCYDJQFOKAKVZOKTBHDSYQZCTKDTUHCZKTTZEKDP,F,2009-01-15,717546546306960,B
506,AUUANFANZWWQFBDETQWSZFBWFXXFZSPLREHVJQMFKDGFQLVQMT,F,2000-05-12,429458623408171,A
507,TMSSKDXQUDJJNQOFDKWRZVKMPEHGYKZQCQACVIGLZJBYMMUGAU,M,1972-12-10,021028269090155,A
508,TPQAEVDIBACBSHILLSOXHGQJUYRJTDJCXQPDTCFHVRFSLGYNWU,F,2009-09-10,090431253496711,A
508,TPQAEVDIBACBSHILLSOXHGQJUYRJTDJCXQPDTCFHVRFSLGYNWU,F,2009-09-10,648322997560748,D
510,TOBJHTBYGDVEBNFRFOXBSHVCUUDKPZFXTYZQDARYVPQHKZJHCM,F,1981-12-24,771023655145403,B
512,KDHTCWZATIYJNSLPQOOTBDEPGWGXEQXLOUOZYWOQXHTTYRZMLS,M,2004-06-19,052847391188196,B
512,KDHTCWZATIYJNSLPQOOTBDEPGWGXEQXLOUOZYWOQXHTTYRZMLS,M,2004-06-19,908864141771506,D
513,TXYOTEHDWCGVUONHSAQSHTWWWJUZZRGFVOXEKNBGUYVBGDZHFY,M,1993-12-14,048849276229110,A
514,WAGBXSAMSUFAGPFGVCUIYASDJEGIHCUHSNXLYICELDNOGSWYVA,M,1972-01-02,217183724323082,A
515,BJFYQVMFASYPKCSRFEWABOPBIMVJTYFOZMANLZIICCCMPVFTHW,M,2005-09-14,633012520884786,A
516,TKYVQRJKSSZMHQQOPEHQEBACIZAOTJWPTRSXNETUZXQSJZWJPS,F,1981-04-17,460164302592158,A
517,CMACGQLLWNFITTXVQUMRXIPASIJVXDMLVFELZBEWDKWXOOHPSB,M,1989-08-23,172982173060745,A
519,XXUKUTSZPKJXVGEBLHCXLCKOIDPQHXWFBYRTSFAVTHPOOIUZIX,F,2002-01-21,485643559521131,B
519,XXUKUTSZPKJXVGEBLHCXLCKOIDPQHXWFBYRTSFAVTHPOOIUZIX,F,2002-01-21,074909611340498,E
520,JMFYTUISCVKJHKQEWZZAJQUTOSTOZPXRBZBPRFLHNQCDNWLLNL,M,1983-01-21,945761204794211,A
520,JMFYTUISCVKJHKQEWZZAJQUTOSTOZPXRBZBPRFLHNQCDNWLLNL,M,1983-01-21,222680955861156,E
521,JMFYTUISCVKJHKQEWZZAJQUTOSTOZPXRBZBPRFLHNQCDNWLLNL,M,1983-01-21,631877779010322,B
522,GZIFJKWTNCEJQEBLRENSFFAJCVOYLLASLDHFJABIXUWEJHHDZZ,F,1983-07-10,246097494232420,A
523,GZIFJKWTNCEJQEBLRENSFFAJCVOYLLASLDHFJABIXUWEJHHDZZ,F,1983-07-10,808540221179953,B
524,PQAUHNPXUDMDQUTPYKCEWQGCIEBTLSLAMJKDPXHNZYNXBOGROU,F,1980-02-18,220009465413335,A
525,WYBGKTZVSUXALFHBWDLJSSQKNSOVUKTWTUEUDJDDXOLQAUOAVS,M,2008-07-04,008266079693580,A
526,WYBGKTZVSUXALFHBWDLJSSQKNSOVUKTWTUEUDJDDXOLQAUOAVS,M,2008-07-04,750914498529277,B
526,WYBGKTZVSUXALFHBWDLJSSQKNSOVUKTWTUEUDJDDXOLQAUOAVS,M,2008-07-04,554734414967215,E
528,VXIYBSZMEALHDHDHTFCNMUVENMFHNTXFEPPBXMVREUXKMHNKAR,M,1988-01-23,601169584273076,B
528,VXIYBSZMEALHDHDHTFCNMUVENMFHNTXFEPPBXMVREUXKMHNKAR,M,1988-01-23,794418582069346,F
529,VHLWBMYVMBGRKUYPKSCCELRIOYJVVUSISKFTCPKTAIFZRMQEYA,F,1982-05-15,394486805523750,A
531,WCDVNDUJUCFPNPRHJVQZVNNSQDLGENSEZALBVCNBRLIYOYMKYC,F,1997-05-05,484145065959795,B
532,CXSTAETNIIRQJOYRLBWNLUSMTXFGIWWNJGKXXUWYVSAZFFTMHC,F,2000-11-25,831062020036633,A
533,CXSTAETNIIRQJOYRLBWNLUSMTXFGIWWNJGKXXUWYVSAZFFTMHC,F,2000-11-25,296785577149379,B
534,QPFDZOGOWXROHVKGVBGLRIDXMGOEXBXNJZMWEUZKROCNQGSSYU,M,2001-03-03,146938957501224,A
534,QPFDZOGOWXROHVKGVBGLRIDXMGOEXBXNJZMWEUZKROCNQGSSYU,M,2001-03-03,696847551986685,D
535,QPFDZOGOWXROHVKGVBGLRIDXMGOEXBXNJZMWEUZKROCNQGSSYU,M,2001-03-03,855602548405909,B
536,AWGEYBINDCYEFPYOCPSIMYKGROCEKEDGCYGAXOPLCYYZZKDJWI,F,2001-09-09,957051775130220,A
537,YBJWIPPTEXNPJCPWQHAIQXCUFOZZHRDDPSXCFLDDSZMLQTQMCM,M,1986-02-12,021514639713726,A
538,OJXTIFEFAJBCWCGXDLTYJWXNHKCZYRCUBGJBDYVWGSVMYPTGHH,F,1983-01-21,169521137936501,A
539,AWNVFBEIGNROTHYDWIKIXVXEZWFTTPNDWUGLPEOLSACFPZSFMK,F,1979-08-13,465648203553877,A
540,POOIPXWEINOPKHYGGQFLUODHMGNZBWAEDCJBTIINLNNHLGLDML,F,1977-06-07,610477687902781,A
541,POOIPXWEINOPKHYGGQFLUODHMGNZBWAEDCJBTIINLNNHLGLDML,F,1977-06-07,640817892014758,B
543,DLZQTYQZMZUNARVJAGLRNJWZXMJOSNBKIKOXXTUDWYMGRSBAWP,F,2009-01-17,574801179149974,A
543,DLZQTYQZMZUNARVJAGLRNJWZXMJOSNBKIKOXXTUDWYMGRSBAWP,F,2009-01-17,009612636383604,F
544,ZMDFKEHEOVCBECATFOSPJRXMQMZWQECLJNEXONZPKEZRZUEWGY,F,1981-11-14,106521935355435,A
545,ZMDFKEHEOVCBECATFOSPJRXMQMZWQECLJNEXONZPKEZRZUEWGY,F,1981-11-14,344861888158271,B
548,ZGWBVHIBQNSMHGGKCOGSXSFYFFBONHCKDLQQZRRSTAEMPYORRJ,M,2006-10-26,593098369976338,B
549,CQGIWGDOXWDPSSVXRWVZJFIZLSCJNGUDKFNDFMNJKZQQPRLWBJ,F,1984-08-19,685354919816475,A
549,CQGIWGDOXWDPSSVXRWVZJFIZLSCJNGUDKFNDFMNJKZQQPRLWBJ,F,1984-08-19,758091029698730,E
550,CQGIWGDOXWDPSSVXRWVZJFIZLSCJNGUDKFNDFMNJKZQQPRLWBJ,F,1984-08-19,010398940912541,B
551,TBFXTNECWWDGJTKYYNXWQOAVLNPLACXTVNIEILBEMJMYQXTHAB,M,1981-01-28,990758909767337,A
552,TBFXTNECWWDGJTKYYNXWQOAVLNPLACXTVNIEILBEMJMYQXTHAB,M,1981-01-28,252953464488994,B
552,TBFXTNECWWDGJTKYYNXWQOAVLNPLACXTVNIEILBEMJMYQXTHAB,M,1981-01-28,419186869768637,E
553,DAVGIJLZXLRWCPPSESGKTCFIULNQFFWMAKLTNAVOPCJFWBWYGM,F,2001-11-21,355933002790760,A
555,XGWBHUASBOKTQDZVNNMTSUYSOWCWKFZBOAXCIZJYPTUPTTVZKO,F,1972-03-24,509957825680773,B
555,XGWBHUASBOKTQDZVNNMTSUYSOWCWKFZBOAXCIZJYPTUPTTVZKO,F,1972-03-24,540394660878951,E
556,WDHAUJXLOAABTQBLUMJLFTHNIRIFWXJVPXZWZBNJIIMMCRTQER,F,1977-08-24,013791739402487,A
557,WDHAUJXLOAABTQBLUMJLFTHNIRIFWXJVPXZWZBNJIIMMCRTQER,F,1977-08-24,368993486392302,B
558,KTWVRVUARSIFBEISEYNGARBQPKCWJIAGSLCMYZWPAZGDSUWWVU,M,1981-06-04,448419154971589,A
559,KTWVRVUARSIFBEISEYNGARBQPKCWJIAGSLCMYZWPAZGDSUWWVU,M,1981-06-04,213687432977419,B
561,MPRYBAEZTGLFTXZVNRZMNETADDGRCKDNJINZKTKNQMYMZSASYN,M,1996-01-12,408479213624339,B
562,FTUUUQUYAOAGAYOPDVKXWJQXNINKQZSDOGDZVHTOXARFALAJZL,F,1974-04-26,089180094131753,A
562,FTUUUQUYAOAGAYOPDVKXWJQXNINKQZSDOGDZVHTOXARFALAJZL,F,1974-04-26,913290516052405,D
563,QYZPEQRKRYTKCCICDYEMDBRRCJBNJWRJOKSPGIKXHTJHJLRWMT,F,1983-04-18,106945704493626,A
564,QYZPEQRKRYTKCCICDYEMDBRRCJBNJWRJOKSPGIKXHTJHJLRWMT,F,1983-04-18,900633216155629,B
564,QYZPEQRKRYTKCCICDYEMDBRRCJBNJWRJOKSPGIKXHTJHJLRWMT,F,1983-04-18,883018917632194,F
565,MFLLFPUGDPSEFVATOMQEJMTJYSXHIMLCYCTHHYILIVXOLTVTBL,F,1973-02-10,382768239705017,A
565,MFLLFPUGDPSEFVATOMQEJMTJYSXHIMLCYCTHHYILIVXOLTVTBL,F,1973-02-10,684451185015764,E
566,MFLLFPUGDPSEFVATOMQEJMTJYSXHIMLCYCTHHYILIVXOLTVTBL,F,1973-02-10,205323228559004,B
566,MFLLFPUGDPSEFVATOMQEJMTJYSXHIMLCYCTHHYILIVXOLTVTBL,F,1973-02-10,759435781269207,D
567,ZKZWQRPMKNXKGMIPKOEECEOZCZLTMIORRQIXUZWGXFQCGKTGWL,M,1970-10-30,072234094738452,A
569,LMQIFPAJECFXQIQTXOCGNBYDIDGBELOQLBVBNANXRXLXFAAJFS,M,1978-10-28,915441506508962,A
569,LMQIFPAJECFXQIQTXOCGNBYDIDGBELOQLBVBNANXRXLXFAAJFS,M,1978-10-28,966864564603405,D
570,YSVSLGPRQVHZBGJVQIWRUMAUIJIXTXPSNOLNOUISLALBKLVKOX,M,1983-08-21,938560958292997,A
571,YHIGUQOOWHGVCNVDJPXGDXNGKGKZQBJJWLCVUPNFEQVFYSMFKM,F,1979-01-11,631192765869311,A
571,YHIGUQOOWHGVCNVDJPXGDXNGKGKZQBJJWLCVUPNFEQVFYSMFKM,F,1979-01-11,727961934917777,F
572,BJMJFQPTPZPLJTLJOAKGGYNKZEBHAEWWVOHFUVHIIMYDGKFBWN,F,1981-04-21,805863898675773,A
572,BJMJFQPTPZPLJTLJOAKGGYNKZEBHAEWWVOHFUVHIIMYDGKFBWN,F,1981-04-21,366010648267944,D
573,BJMJFQPTPZPLJTLJOAKGGYNKZEBHAEWWVOHFUVHIIMYDGKFBWN,F,1981-04-21,366414933004899,B
576,YMISLYXWMLEWJKZNXBYXJBPZQOZQXDUMLNQNGSOZEXAMUGGJNT,M,1970-06-13,580039768960157,A
576,YMISLYXWMLEWJKZNXBYXJBPZQOZQXDUMLNQNGSOZEXAMUGGJNT,M,1970-06-13,343079213494113,D
577,UXXWZNBHJCGCLNZGPNLUYFFNXSCBFUFWBSIDIDDKBVENRPRXPX,M,2005-03-17,259365001513921,A
577,UXXWZNBHJCGCLNZGPNLUYFFNXSCBFUFWBSIDIDDKBVENRPRXPX,M,2005-03-17,496935438392561,E
578,WWCCRBOAQAFAEKGJWFZGIWJPINKRYNQTHPJMAPLHWICPDEERDZ,M,1995-06-25,229853220600108,A
579,WWCCRBOAQAFAEKGJWFZGIWJPINKRYNQTHPJMAPLHWICPDEERDZ,M,1995-06-25,158039610430417,B
581,ILXVOWAVCCDSSZLYHVEWYDPQTXVDTQLRNOQKIIOTZIUWBPVMCM,F,1984-10-03,021594789005873,A
581,ILXVOWAVCCDSSZLYHVEWYDPQTXVDTQLRNOQKIIOTZIUWBPVMCM,F,1984-10-03,615451926591362,E
582,BYCRNZRNYZBAKCCOCMTHWVKSRWRISMOESPIUIRMFRFPZFKYWPX,M,1982-11-09,077935180143394,A
582,BYCRNZRNYZBAKCCOCMTHWVKSRWRISMOESPIUIRMFRFPZFKYWPX,M,1982-11-09,180366588521364,F
583,BYCRNZRNYZBAKCCOCMTHWVKSRWRISMOESPIUIRMFRFPZFKYWPX,M,1982-11-09,605222101356403,B
584,QOFSZQVGBQTYQMITTMUTLOBFUWEUZJXXQVOQZEEIJGWRIDEAAY,F,2001-04-29,937190144789967,A
584,QOFSZQVGBQTYQMITTMUTLOBFUWEUZJXXQVOQZEEIJGWRIDEAAY,F,2001-04-29,907719977818640,D
585,VLAKSCIGNIADMXNCUEYAYBAZVVCIEVBWYXUMIGTXAUXJDBIOUB,M,1985-05-14,571244845349645,A
586,CTQWUBNFNCIZPPEKAFFPFOGCCQKHVPVCDRIACQTTSDMCJMOZSS,F,2009-02-25,647296645251658,A
586,CTQWUBNFNCIZPPEKAFFPFOGCCQKHVPVCDRIACQTTSDMCJMOZSS,F,2009-02-25,571181778677509,F
587,YSOKASSOKSLYVPCIBDGLILUQOLMMUSOBEXFZJYLXVGDYMADQMJ,M,1981-06-23,053231179856551,A
588,QMMICYYLOHVQJHERARWZGFZUITADSHPWMSNUMGUQWXDYPAIZBO,M,1999-02-15,706892533556593,A
589,QMMICYYLOHVQJHERARWZGFZUITADSHPWMSNUMGUQWXDYPAIZBO,M,1999-02-15,643522275196589,B
590,BRZVFYITJAVGWBCAPXXINVBKRVFUETUKRUXNVLZEHGRKYQEFIT,M,2002-10-05,813832815395112,A
591,ZIITAXLGYQRYALEVLBKMQUDKELRBAXGRSBGJQCBTEOJUXDEJPD,M,1994-03-14,265943376482701,A
592,ZIITAXLGYQRYALEVLBKMQUDKELRBAXGRSBGJQCBTEOJUXDEJPD,M,1994-03-14,578454513349842,B
593,HNFTJQLFBFWBIPPTCKPHILHKIHXFCUAIQHMDALRPXFBOZCRIIH,F,1984-06-04,929401856156377,A
596,BUZKHYNBSCWGTKIBIYFWBCFWTGQXMOXLSASMPHCUCJFNGRIHOK,F,1984-12-07,826715320344982,A
596,BUZKHYNBSCWGTKIBIYFWBCFWTGQXMOXLSASMPHCUCJFNGRIHOK,F,1984-12-07,622934649767842,F
597,SCTXGKZXUGPJEHWXHLTGKJMFITHTCSLIUWFMOMNYJFGOGQJYKM,F,1982-05-17,587625607260533,A
597,SCTXGKZXUGPJEHWXHLTGKJMFITHTCSLIUWFMOMNYJFGOGQJYKM,F,1982-05-17,109916466604085,F
599,CEOGOXNZXDXKMOSFEQRKBCVATLEUOFOBUJCTNFWGNWTIEDYUAH,M,1970-12-31,463026560727840,A
599,CEOGOXNZXDXKMOSFEQRKBCVATLEUOFOBUJCTNFWGNWTIEDYUAH,M,1970-12-31,820769225557432,F
600,HRXCRBEOTKETNZGTOGCILFPTWQZEALIIXUKIXPOUTFSWRGJEBA,F,2003-09-26,033523361686813,A
601,HRXCRBEOTKETNZGTOGCILFPTWQZEALIIXUKIXPOUTFSWRGJEBA,F,2003-09-26,510717793532010,B
602,IQNVGQNEJBTNZHTFTUZIVQGZMOBXCTSBMMQHGMKOMVQFOIOQAM,M,1988-10-13,691106042826004,A
602,IQNVGQNEJBTNZHTFTUZIVQGZMOBXCTSBMMQHGMKOMVQFOIOQAM,M,1988-10-13,759466901185040,E
603,IQNVGQNEJBTNZHTFTUZIVQGZMOBXCTSBMMQHGMKOMVQFOIOQAM,M,1988-10-13,371608109423716,B
604,GVNBJNDDQUZGBSRDQIIXMKTCRGRBGRZSBUHAJCXDTBRIWVASBV,F,1987-12-13,664659447083904,A
606,SOTNJQLZEPGDYTPREMVZPKSPOTUQMXLCKUIMCYCRTJXNYFMTOC,F,1976-12-16,193193625905871,A
606,SOTNJQLZEPGDYTPREMVZPKSPOTUQMXLCKUIMCYCRTJXNYFMTOC,F,1976-12-16,268121668265151,E
608,HSVGJTNMRZPXAGNVEWLXJPKCWHCDVGUCRWNVJDDUWJSIOKBDRE,F,1996-11-11,642131217107599,A
608,HSVGJTNMRZPXAGNVEWLXJPKCWHCDVGUCRWNVJDDUWJSIOKBDRE,F,1996-11-11,387869100149729,D
609,HSVGJTNMRZPXAGNVEWLXJPKCWHCDVGUCRWNVJDDUWJSIOKBDRE,F,1996-11-11,625101506249699,B
610,DLOXPQBCTTBKVSXWUWFFPLDUWJZVZTVCUYZMGHJXLYAJXLENQH,M,1972-12-05,001717363115245,A
612,AZYJJCWLYESVQIJILZYFXEWGXRHFBOZCTUZAIDPVIUFSOAUMXD,M,1986-01-25,368456654854834,A
612,AZYJJCWLYESVQIJILZYFXEWGXRHFBOZCTUZAIDPVIUFSOAUMXD,M,1986-01-25,173968051748905,D
613,SOHNIHXFABKWHAYYHSDBJARQOCYXDEDRDLBFZZQCEMOSIIHFTB,M,1983-06-08,197889728369699,A
614,SOHNIHXFABKWHAYYHSDBJARQOCYXDEDRDLBFZZQCEMOSIIHFTB,M,1983-06-08,553334467369295,B
614,SOHNIHXFABKWHAYYHSDBJARQOCYXDEDRDLBFZZQCEMOSIIHFTB,M,1983-06-08,244746663194257,D
615,IIDROGIAYEWAILERKHFZHUIKEXKSCVIEXNUFHFBCSOZEBPOPMX,M,1985-08-04,903925125299246,A
616,CFVMMCWUKPLGHHBQCVAPERHKWOFJIRRKQUBJZEJCUZRKPBBGVM,F,1983-02-26,423321046809133,A
616,CFVMMCWUKPLGHHBQCVAPERHKWOFJIRRKQUBJZEJCUZRKPBBGVM,F,1983-02-26,872343739678321,F
617,ONIVVAGRMZEQURLAUTOIOTSYXTZRPMKBPVPFWDLUUDBQKWJWXU,F,2002-04-24,541453001079399,A
617,ONIVVAGRMZEQURLAUTOIOTSYXTZRPMKBPVPFWDLUUDBQKWJWXU,F,2002-04-24,984240602481478,D
618,ONIVVAGRMZEQURLAUTOIOTSYXTZRPMKBPVPFWDLUUDBQKWJWXU,F,2002-04-24,823002987575043,B
620,MYAZYUVICJLKFGNKITTNQBKTEECFECFHELDAYVLVINDIAXWTAE,F,1970-06-01,313793284042886,B
621,CCKVIFMPAPSFTYBETOPMKOFQAQPKPJDYFQGXIBQBJUDZJDEWVZ,F,2006-04-29,488351386102094,A
621,CCKVIFMPAPSFTYBETOPMKOFQAQPKPJDYFQGXIBQBJUDZJDEWVZ,F,2006-04-29,336232356576366,D
622,CCKVIFMPAPSFTYBETOPMKOFQAQPKPJDYFQGXIBQBJUDZJDEWVZ,F,2006-04-29,223757521109608,B
623,WBPCDSDHYXSGSTXCMAWGSEQRRJMRYTBZIQZXJEUQYDEUGAKUFB,F,2007-11-22,950129796974598,A
623,WBPCDSDHYXSGSTXCMAWGSEQRRJMRYTBZIQZXJEUQYDEUGAKUFB,F,2007-11-22,511073594162919,D
624,WBPCDSDHYXSGSTXCMAWGSEQRRJMRYTBZIQZXJEUQYDEUGAKUFB,F,2007-11-22,881103685412792,B
624,WBPCDSDHYXSGSTXCMAWGSEQRRJMRYTBZIQZXJEUQYDEUGAKUFB,F,2007-11-22,501594378359762,F
625,PHTOPLYJCHYJQKCZHZHXDJQCYSCJTNCDZEOLHEHQFONJHJXDMS,F,2005-09-18,445792965211656,A
